time,price,quantity
07:31:23.949649,2366075.0,-1,FW078,FLATTEN_PROGRAMCLOSE
07:40:53.004468,2380675.0,1,FW077,FLATTEN_PROGRAMSTART
07:41:07.834625,2380075.0,-1,FW078,FLATTEN_PROGRAMCLOSE
07:44:34.205008,2379475.0,-1,FW077,FLATTEN_PROGRAMSTART
08:30:00.000157,2374750.0,1,FW077,START_BUY
08:31:03.544636,2369000.0,-1,FW078,START_SELL
08:31:42.069976,2366425.0,-1,FW077,LOSS_FLATTEN
08:32:11.566931,2366975.0,1,FW078,STOP_SELL
08:34:00.001205,2367825.0,-1,FW077,START_SELL
08:35:51.587684,2365775.0,-1,FW078,START_SELL
08:36:51.134315,2366050.0,1,FW078,STOP_SELL
08:37:31.478350,2364775.0,-1,FW078,START_SELL
08:38:03.793754,2365700.0,1,FW078,STOP_SELL
08:40:24.099464,2365000.0,-1,FW078,START_SELL
08:49:00.000447,2364550.0,-1,FW077,ADD2_SELL
08:49:10.795055,2365650.0,1,FW078,STOP_SELL
08:51:00.000454,2365700.0,2,FW077,SIGNAL_FLATTEN
08:55:00.000825,2368200.0,1,FW077,START_BUY
09:00:00.017904,2367050.0,-1,FW077,SIGNAL_FLATTEN
09:04:00.000392,2368675.0,1,FW077,START_BUY
09:12:00.000181,2365725.0,-1,FW077,SIGNAL_FLATTEN
09:14:00.003441,2366275.0,-1,FW077,START_SELL
09:29:00.001151,2364425.0,-1,FW077,ADD2_SELL
09:34:17.077431,2361700.0,-1,FW078,START_SELL
09:39:00.001454,2361975.0,-1,FW077,ADD3_SELL
09:44:00.000541,2360875.0,-1,FW077,ADD4_SELL
09:49:00.000247,2359925.0,-1,FW077,ADD5_SELL
10:06:02.846170,2358325.0,1,FW078,STOP_SELL
10:08:25.319991,2354675.0,-1,FW078,START_SELL
10:30:00.099398,2352725.0,1,FW078,STOP_SELL
11:23:00.000300,2360125.0,5,FW077,SIGNAL_FLATTEN
11:25:00.001123,2360450.0,1,FW077,START_BUY
11:40:00.002335,2359275.0,-1,FW077,PNL2_FLATTEN
11:49:00.001195,2357475.0,-1,FW077,START_SELL
11:50:00.002337,2357900.0,1,FW077,SIGNAL_FLATTEN
11:55:00.000278,2357725.0,1,FW077,START_BUY
12:10:00.000855,2354650.0,-1,FW077,PNL2_FLATTEN
12:21:00.001348,2352375.0,-1,FW077,START_SELL
12:25:26.418222,2349300.0,-1,FW078,START_SELL
12:36:00.000398,2345650.0,-1,FW077,ADD2_SELL
12:45:40.145179,2349500.0,1,FW078,STOP_SELL
12:46:00.022078,2349175.0,2,FW077,PNL3_FLATTEN
12:47:00.001253,2348200.0,-1,FW077,START_SELL
12:50:39.336566,2343400.0,-1,FW078,START_SELL
13:02:00.007084,2340600.0,-1,FW077,ADD2_SELL
13:12:00.001499,2335875.0,-1,FW077,ADD3_SELL
13:17:00.001137,2331350.0,-1,FW077,ADD4_SELL
13:22:00.000260,2338475.0,-1,FW077,ADD5_SELL
13:28:47.524981,2341350.0,1,FW078,STOP_SELL
13:45:00.001218,2345225.0,5,FW077,SIGNAL_FLATTEN
13:47:00.000840,2346300.0,1,FW077,START_BUY
14:02:00.002142,2343700.0,-1,FW077,PNL2_FLATTEN
14:48:00.001341,2338575.0,-1,FW077,START_SELL
14:53:00.115150,2332675.0,-1,FW078,START_SELL
14:59:00.000297,2334900.0,1,FW077,MARKET_FLATTEN
15:01:00.272505,2341350.0,1,FW078,STOP_SELL
