time,price,quantity
"timestamp: 1754077048522455378
",2293175.0,1,FW078,
"timestamp: 1754077332969281731
",2292425.0,1,FW078,
"timestamp: 1754077333070634682
",2292425.0,1,FW078,
"timestamp: 1754077333171038252
",2292425.0,1,FW078,
"timestamp: 1754077333271434875
",2292425.0,1,FW078,
"timestamp: 1754077333372675993
",2292425.0,1,FW078,
"timestamp: 1754077333473126525
",2292425.0,1,FW078,
"timestamp: 1754077333573533843
",2292425.0,1,FW078,
"timestamp: 1754077333675140168
",2292425.0,1,FW078,
"timestamp: 1754077333775768573
",2292425.0,1,FW078,
"timestamp: 1754077333877088748
",2292425.0,1,FW078,
"timestamp: 1754077333977624965
",2292425.0,1,FW078,
"timestamp: 1754077334077339955
",2292425.0,1,FW078,
"timestamp: 1754077334177936056
",2292425.0,1,FW078,
"timestamp: 1754077334278502384
",2292425.0,1,FW078,
"timestamp: 1754077334379298936
",2292425.0,1,FW078,
"timestamp: 1754077334479816771
",2292425.0,1,FW078,
"timestamp: 1754077334580188248
",2292425.0,1,FW078,
"timestamp: 1754077334681702906
",2292425.0,1,FW078,
"timestamp: 1754077334783287463
",2292425.0,1,FW078,
"timestamp: 1754078686109664964
",2291900.0,1,FW078,
"timestamp: 1754078687209615096
",2291900.0,1,FW078,
"timestamp: 1754078688311474240
",2291900.0,1,FW078,
"timestamp: 1754078689412924734
",2291900.0,1,FW078,
"timestamp: 1754078690513642412
",2291900.0,1,FW078,
"timestamp: 1754078706021475707
",2291900.0,1,FW078,
"timestamp: 1754078707123223040
",2291900.0,1,FW078,
"timestamp: 1754078708223780427
",2291900.0,1,FW078,
"timestamp: 1754078709324950761
",2291900.0,1,FW078,
"timestamp: 1754078815281300938
",2291900.0,1,FW078,
"timestamp: 1754078816382590975
",2291900.0,1,FW078,
"timestamp: 1754078817483620424
",2291900.0,1,FW078,
"timestamp: 1754078818584942414
",2291900.0,1,FW078,
"timestamp: 1754078875474075922
",2291900.0,1,FW078,
"timestamp: 1754078876577815300
",2291900.0,1,FW078,
"timestamp: 1754078877680999030
",2291900.0,1,FW078,
"timestamp: 1754078878783403070
",2291900.0,1,FW078,
