time,price,quantity
08:31:00.000822,2346850.0,-1,FW077,START_SELL
08:35:15.185791,2349600.0,1,FW077,FLATTEN_PROGRAMCLOSE
08:36:00.001275,2349850.0,-1,FW077,START_SELL
08:51:00.002288,2348750.0,-1,FW077,ADD2_SELL
09:01:00.001239,2347175.0,-1,FW077,ADD3_SELL
09:06:00.003310,2348725.0,3,FW077,PNL4_FLATTEN
09:07:00.001670,2349025.0,-1,FW077,START_SELL
09:22:00.003056,2350325.0,1,FW077,PNL2_FLATTEN
09:53:00.002388,2353275.0,1,FW077,START_BUY
10:00:00.000251,2351500.0,-1,FW077,SIGNAL_FLATTEN
10:08:00.001386,2350850.0,1,FW077,START_BUY
10:12:00.000272,2348425.0,-1,FW077,SIGNAL_FLATTEN
10:14:00.001469,2348200.0,-1,FW077,START_SELL
10:29:00.035698,2348725.0,1,FW077,PNL2_FLATTEN
11:18:00.027777,2353750.0,1,FW077,START_BUY
11:33:00.027534,2353150.0,-1,FW077,PNL2_FLATTEN
11:45:00.000725,2352575.0,1,FW077,START_BUY
12:00:00.003822,2353425.0,1,FW077,ADD2_BUY
12:10:00.005268,2352900.0,-2,FW077,PNL3_FLATTEN
12:11:00.005825,2352825.0,1,FW077,START_BUY
12:26:00.000950,2352875.0,1,FW077,ADD2_BUY
12:26:34.552646,2352975.0,-2,FW077,FLATTEN_PROGRAMCLOSE
12:27:00.000812,2352825.0,1,FW077,START_BUY
12:42:00.000630,2355000.0,1,FW077,ADD2_BUY
12:52:00.000748,2352900.0,-2,FW077,PNL3_FLATTEN
12:53:00.000328,2353050.0,1,FW077,START_BUY
13:02:00.004670,2352825.0,-1,FW077,SIGNAL_FLATTEN
13:06:00.010241,2353475.0,1,FW077,START_BUY
13:21:00.000590,2354075.0,1,FW077,ADD2_BUY
13:31:00.005640,2355375.0,1,FW077,ADD3_BUY
13:36:00.025285,2358600.0,1,FW077,ADD4_BUY
13:41:00.001168,2353000.0,-4,FW077,PNL5_FLATTEN
13:42:00.001651,2353125.0,1,FW077,START_BUY
13:51:00.002810,2348925.0,-1,FW077,SIGNAL_FLATTEN
13:53:00.001160,2350025.0,-1,FW077,START_SELL
13:57:25.256923,2344425.0,-1,FW078,START_SELL
13:58:06.571450,2345900.0,1,FW078,STOP_SELL
13:58:21.903621,2344275.0,-1,FW078,START_SELL
14:02:36.875790,2340300.0,1,FW078,STOP_SELL
14:05:52.395744,2336825.0,-1,FW078,START_SELL
14:07:10.048251,2340300.0,1,FW078,STOP_SELL
14:08:00.001927,2339825.0,-1,FW077,ADD2_SELL
14:18:00.013064,2343200.0,-1,FW077,ADD3_SELL
14:23:00.000761,2339925.0,-1,FW077,ADD4_SELL
14:28:00.002042,2339375.0,-1,FW077,ADD5_SELL
14:46:00.002850,2341275.0,5,FW077,SIGNAL_FLATTEN
14:49:00.000611,2341750.0,1,FW077,START_BUY
14:59:00.000218,2348300.0,-1,FW077,MARKET_FLATTEN
15:05:56.805181,2360725.0,1,FW078,START_BUY
15:09:31.560196,2364200.0,-1,FW078,FLATTEN_PROGRAMCLOSE
15:09:50.565099,2364975.0,1,FW078,START_BUY
15:40:03.003272,2365700.0,-1,FW078,STOP_BUY
