time,price,quantity
2025-08-11 10:13:00.000509,2373175.0,1,FW077,
2025-08-11 10:13:36.670513,2373525.0,-1,FW077,
2025-08-11 10:14:00.000449,2373725.0,1,FW077,
2025-08-11 10:29:00.002092,2373300.0,-1,FW077,
2025-08-11 10:49:00.002042,2374050.0,1,FW077,
2025-08-11 10:51:16.309976,2374550.0,-1,FW077,
2025-08-11 11:37:00.000714,2377125.0,1,FW077,
2025-08-11 11:44:00.001780,2374550.0,-1,FW077,
2025-08-11 11:49:00.000504,2374650.0,1,FW077,
2025-08-11 11:53:00.002150,2374925.0,-1,FW077,
2025-08-11 12:02:00.000858,2373775.0,-1,FW077,
2025-08-11 12:03:00.001937,2374725.0,1,FW077,
2025-08-11 12:05:00.002844,2374550.0,1,FW077,
2025-08-11 12:13:00.002598,2373725.0,-1,FW077,
2025-08-11 12:15:00.001707,2373475.0,-1,FW077,
2025-08-11 12:18:00.002206,2373825.0,1,FW077,
2025-08-11 12:21:00.001254,2373425.0,-1,FW077,
2025-08-11 12:39:30.847330,2371325.0,1,FW077,
2025-08-11 12:40:00.000862,2371075.0,-1,FW077,
2025-08-11 12:55:00.000543,2369825.0,-1,FW077,
2025-08-11 13:05:00.000803,2368250.0,-1,FW077,
2025-08-11 13:10:00.001098,2368675.0,-1,FW077,
2025-08-11 13:10:25.139341,2368525.0,3,FW077,
2025-08-11 13:10:25.164592,2368525.0,1,FW077,
2025-08-11 13:11:00.001230,2368275.0,-1,FW077,
2025-08-11 13:12:01.720654,2368950.0,1,FW077,
2025-08-11 13:13:00.001056,2369275.0,-1,FW077,
2025-08-11 13:15:05.045635,2369325.0,1,FW077,
2025-08-11 13:19:00.001359,2368850.0,-1,FW077,
2025-08-11 13:21:45.646455,2368225.0,1,FW077,
2025-08-11 13:23:00.001611,2368425.0,-1,FW077,
2025-08-11 13:28:18.697341,2368950.0,1,FW077,
2025-08-11 14:02:00.000742,2368725.0,-1,FW077,
2025-08-11 14:04:07.688713,2367925.0,1,FW077,
2025-08-11 14:22:00.000804,2366850.0,-1,FW077,
2025-08-11 14:22:10.620130,2367075.0,1,FW077,
2025-08-11 14:31:00.001182,2365750.0,-1,FW077,
2025-08-11 14:31:27.674659,2365475.0,-1,FW078,
2025-08-11 14:31:28.745118,2365475.0,-1,FW078,
2025-08-11 14:31:29.132234,2365300.0,-1,FW078,
2025-08-11 14:31:29.862230,2365300.0,-1,FW078,
2025-08-11 14:31:30.610064,2365150.0,-1,FW078,
2025-08-11 14:31:31.322149,2365250.0,-1,FW078,
2025-08-11 14:31:32.052887,2365350.0,-1,FW078,
2025-08-11 14:31:32.773068,2365325.0,-1,FW078,
2025-08-11 14:31:33.491060,2365400.0,-1,FW078,
2025-08-11 14:31:34.208301,2365400.0,-1,FW078,
2025-08-11 14:31:34.426405,10000000.0,0,FW077,
2025-08-11 14:31:34.426469,10000000.0,0,FW078,
2025-08-11 14:31:34.441146,10000000.0,0,FW077,
2025-08-11 14:31:34.441190,10000000.0,0,FW078,
2025-08-11 14:31:34.444372,10000000.0,0,FW077,
2025-08-11 14:31:34.444407,10000000.0,0,FW078,
2025-08-11 14:31:34.444440,10000000.0,0,FW077,
2025-08-11 14:31:34.444468,10000000.0,0,FW078,
2025-08-11 14:31:34.471670,10000000.0,0,FW077,
2025-08-11 14:31:34.471724,10000000.0,0,FW078,
2025-08-11 14:31:34.612216,10000000.0,0,FW077,
2025-08-11 14:31:34.612272,10000000.0,0,FW078,
2025-08-11 14:31:34.851878,10000000.0,0,FW077,
2025-08-11 14:31:34.851936,10000000.0,0,FW078,
2025-08-11 14:31:35.128222,10000000.0,0,FW077,
2025-08-11 14:31:35.128278,10000000.0,0,FW078,
2025-08-11 14:31:35.241434,10000000.0,0,FW077,
2025-08-11 14:31:35.241494,10000000.0,0,FW078,
2025-08-11 14:31:35.241538,10000000.0,0,FW077,
2025-08-11 14:31:35.241576,10000000.0,0,FW078,
2025-08-11 14:31:35.514676,10000000.0,0,FW077,
2025-08-11 14:31:35.514736,10000000.0,0,FW078,
2025-08-11 14:31:35.592218,10000000.0,0,FW077,
2025-08-11 14:31:35.592272,10000000.0,0,FW078,
2025-08-11 14:31:35.635205,10000000.0,0,FW077,
2025-08-11 14:31:35.635263,10000000.0,0,FW078,
2025-08-11 14:31:35.704429,10000000.0,0,FW077,
2025-08-11 14:31:35.704484,10000000.0,0,FW078,
2025-08-11 14:34:33.769863,2365275.0,1,FW077,
2025-08-11 14:34:33.959158,2365300.0,5,FW078,
2025-08-11 14:34:33.970729,2365300.0,4,FW078,
2025-08-11 14:34:34.020890,2365300.0,1,FW078,
2025-08-11 14:35:00.000879,2365375.0,-1,FW077,
2025-08-11 14:35:17.962592,2365200.0,-1,FW078,
2025-08-11 14:35:18.102925,2365150.0,-1,FW078,
2025-08-11 14:36:34.028545,2365400.0,1,FW077,
2025-08-11 14:36:34.128932,2365375.0,2,FW078,
2025-08-11 14:36:39.043170,2365200.0,-1,FW078,
2025-08-11 14:36:39.553619,2365150.0,-1,FW078,
2025-08-11 14:36:40.269896,2365150.0,-1,FW078,
2025-08-11 14:36:40.995868,2365175.0,-1,FW078,
2025-08-11 14:36:41.730513,2365150.0,-1,FW078,
2025-08-11 14:36:42.457429,2365075.0,-1,FW078,
2025-08-11 14:36:43.207424,2365025.0,-1,FW078,
2025-08-11 14:36:44.648770,2365000.0,-1,FW078,
2025-08-11 14:36:44.836688,10000000.0,0,FW078,
2025-08-11 14:36:44.886009,10000000.0,0,FW078,
2025-08-11 14:36:45.251881,10000000.0,0,FW078,
2025-08-11 14:36:45.498886,10000000.0,0,FW078,
2025-08-11 14:36:45.514672,10000000.0,0,FW078,
2025-08-11 14:36:45.671978,10000000.0,0,FW078,
2025-08-11 15:08:54.115842,2363925.0,2,FW078,
2025-08-11 15:08:54.126383,2363925.0,3,FW078,
2025-08-11 15:08:54.134828,2363925.0,3,FW078,
2025-08-11 15:08:54.135941,2363925.0,1,FW078,
